t_s,h_m,V_mps,theta_rad,phi_rad,psi_rad,p_radps,q_radps,r_radps,ail_norm,ele_norm,rud_norm,thr_norm
22.024,100.64975654619178,20.097180657355825,-0.012428830701427229,-1.1631586752586757e-07,6.283179808161827,-5.74192738847382e-09,6.511317264612674e-06,-3.666177205307462e-07,0.0,0.0758,0.0,0.3792
22.028,100.64993815982794,20.097181374455538,-0.012428791967655317,-1.1632060809951936e-07,6.2831798066952365,-5.7419714353796995e-09,6.534790763610307e-06,-3.6662368298810475e-07,0.0,0.0758,0.0,0.3792
22.032,100.65011977573505,20.097182088815153,-0.012428753139988919,-1.1632534861021725e-07,6.283179805228621,-5.742015096648419e-09,6.558148866831562e-06,-3.66629661995711e-07,0.0,0.0758,0.0,0.3792
22.036,100.65030139618402,20.09718280043719,-0.012428714218889645,-1.1633008905519039e-07,6.283179803761983,-5.742064134665447e-09,6.58139167629774e-06,-3.6663564250062456e-07,0.0,0.0758,0.0,0.3792
22.04,100.65048301776847,20.097183509324207,-0.012428675204818716,-1.1633482945589237e-07,6.28317980229532,-5.7421142461103886e-09,6.604519295324607e-06,-3.666416348485798e-07,0.0,0.0758,0.0,0.3792
22.044,100.65066464275931,20.09718421547879,-0.012428636098236807,-1.1633956981660827e-07,6.283179800828633,-5.742168989578719e-09,6.627531826481353e-06,-3.6664762950996497e-07,0.0,0.0758,0.0,0.3792
22.048000000000002,100.65084626888563,20.097184918903498,-0.012428596899604254,-1.1634431015551792e-07,6.283179799361922,-5.7422254587716475e-09,6.6504293749381296e-06,-3.6665363329262274e-07,0.0,0.0758,0.0,0.3792
22.052,100.65102790182476,20.097185619600918,-0.01242855760938117,-1.1634905047957621e-07,6.283179797895188,-5.742281751415805e-09,6.673212045220865e-06,-3.666596508852663e-07,0.0,0.0758,0.0,0.3792
22.056,100.65120953817029,20.097186317573676,-0.012428518228027001,-1.1635379078683716e-07,6.283179796428429,-5.742343558230896e-09,6.695879945130765e-06,-3.6666566738002514e-07,0.0,0.0758,0.0,0.3792
22.06,100.6513911756513,20.097187012824385,-0.012428478756000755,-1.1635853110055308e-07,6.2831797949616455,-5.742406504135895e-09,6.718433178230448e-06,-3.6667169328078215e-07,0.0,0.0758,0.0,0.3792
22.064,100.6515728165387,20.09718770535565,-0.012428439193761267,-1.1636327142441872e-07,6.283179793494838,-5.742467388593093e-09,6.7408718496178106e-06,-3.666777367862448e-07,0.0,0.0758,0.0,0.3792
22.068,100.651754461968,20.097188395170132,-0.01242839954176643,-1.1636801174923602e-07,6.283179792028007,-5.7425307750907494e-09,6.763196067401117e-06,-3.6668378628181524e-07,0.0,0.0758,0.0,0.3792
22.072,100.65193610853274,20.097189082270482,-0.012428359800474366,-1.163727520857227e-07,6.283179790561151,-5.7425946686019995e-09,6.785405938213552e-06,-3.6668984655832773e-07,0.0,0.0758,0.0,0.3792
22.076,100.6521177619103,20.09718976665935,-0.012428319970342517,-1.16377492433743e-07,6.283179789094272,-5.7426613229256615e-09,6.807501568820758e-06,-3.666959116062953e-07,0.0,0.0758,0.0,0.3792
22.080000000000002,100.65229941528787,20.097190448339436,-0.012428280051827613,-1.1638223280577701e-07,6.283179787627367,-5.742730034211238e-09,6.8294830692817205e-06,-3.6670198277897926e-07,0.0,0.0758,0.0,0.3792
22.084,100.65248107434277,20.097191127313398,-0.012428240045386387,-1.1638697320906703e-07,6.2831797861604395,-5.742797493351725e-09,6.851350544911084e-06,-3.667080683940527e-07,0.0,0.0758,0.0,0.3792
22.088,100.65266273793955,20.097191803583954,-0.012428199951474784,-1.1639171363850783e-07,6.283179784693487,-5.742861467622484e-09,6.8731041071224954e-06,-3.667141745333202e-07,0.0,0.0758,0.0,0.3792
22.092,100.65284440267179,20.097192477153822,-0.012428159770548479,-1.1639645407897544e-07,6.283179783226509,-5.742924052244214e-09,6.89474386325356e-06,-3.6672029631481245e-07,0.0,0.0758,0.0,0.3792
22.096,100.65302606967498,20.09719314802571,-0.012428119503062702,-1.1640119452479173e-07,6.283179781759507,-5.74298445913746e-09,6.91626992146673e-06,-3.6672643605427426e-07,0.0,0.0758,0.0,0.3792
22.1,100.65320774122003,20.097193816202346,-0.01242807914947218,-1.1640593496631824e-07,6.283179780292482,-5.743046043962157e-09,6.937682392766238e-06,-3.667325853293716e-07,0.0,0.0758,0.0,0.3792
22.104,100.65338941503602,20.097194481686486,-0.012428038710231478,-1.1641067540691661e-07,6.28317977882543,-5.743105758985339e-09,6.958981388782478e-06,-3.667387519317253e-07,0.0,0.0758,0.0,0.3792
22.108,100.65357109112296,20.097195144480885,-0.012427998185794271,-1.1641541583978416e-07,6.283179777358355,-5.743168301499367e-09,6.980167020688265e-06,-3.667449238621484e-07,0.0,0.0758,0.0,0.3792
22.112000000000002,100.65375277402269,20.097195804588313,-0.012427957576614178,-1.1642015627554227e-07,6.283179775891255,-5.743231787445468e-09,7.001239400740151e-06,-3.6675110556280533e-07,0.0,0.0758,0.0,0.3792
22.116,100.65393445692244,20.097196462011556,-0.012427916883144206,-1.1642489671776688e-07,6.28317977442413,-5.743291878280228e-09,7.022198642976821e-06,-3.667573082552851e-07,0.0,0.0758,0.0,0.3792
22.12,100.65411614436405,20.097197116753396,-0.0124278761058367,-1.1642963715110348e-07,6.28317977295698,-5.743355490129306e-09,7.043044858143617e-06,-3.667635143864465e-07,0.0,0.0758,0.0,0.3792
22.124,100.65429783521208,20.09719776881664,-0.012427835245144056,-1.1643437759110194e-07,6.283179771489805,-5.743419348837667e-09,7.063778161296732e-06,-3.6676973192420445e-07,0.0,0.0758,0.0,0.3792
22.128,100.6544795294665,20.097198418204098,-0.012427794301517943,-1.164391180370669e-07,6.283179770022605,-5.743481236967921e-09,7.0843986663484155e-06,-3.667759666451149e-07,0.0,0.0758,0.0,0.3792
22.132,100.65466122599186,20.097199064918595,-0.012427753275409275,-1.1644385848067883e-07,6.283179768555381,-5.743546583391397e-09,7.10490648823444e-06,-3.667822046463514e-07,0.0,0.0758,0.0,0.3792
22.136,100.65484292819457,20.097199708962982,-0.01242771216726883,-1.1644859893564588e-07,6.283179767088131,-5.743610799303716e-09,7.125301741186158e-06,-3.667884573579396e-07,0.0,0.0758,0.0,0.3792
22.14,100.6550246326682,20.097200350340096,-0.012427670977547173,-1.1645333939728945e-07,6.283179765620856,-5.743670519896987e-09,7.145584541475946e-06,-3.66794733814135e-07,0.0,0.0758,0.0,0.3792
22.144000000000002,100.65520634054825,20.097200989052805,-0.01242762970669365,-1.1645807984617564e-07,6.283179764153557,-5.7437301934358835e-09,7.165755003913138e-06,-3.6680102313759397e-07,0.0,0.0758,0.0,0.3792
22.148,100.65538805069923,20.09720162510396,-0.012427588355157941,-1.16462820281682e-07,6.283179762686232,-5.743787752807649e-09,7.185813244324578e-06,-3.6680733076474247e-07,0.0,0.0758,0.0,0.3792
22.152,100.65556976425663,20.097202258496463,-0.012427546923389002,-1.1646756069481071e-07,6.283179761218881,-5.743842080376026e-09,7.2057593796208386e-06,-3.6681366000850075e-07,0.0,0.0758,0.0,0.3792
22.156,100.65575148235588,20.097202889233195,-0.012427505411835118,-1.164723010713868e-07,6.283179759751506,-5.743899597274171e-09,7.225593528506668e-06,-3.668199945892459e-07,0.0,0.0758,0.0,0.3792
22.16,100.65593320272609,20.09720351731707,-0.012427463820944082,-1.1647704142365802e-07,6.283179758284105,-5.743959941554742e-09,7.245315809084748e-06,-3.6682633489116956e-07,0.0,0.0758,0.0,0.3792
22.164,100.6561149265027,20.09720414275099,-0.012427422151163514,-1.164817817637547e-07,6.283179756816679,-5.744016755252911e-09,7.2649263383318854e-06,-3.6683269710435483e-07,0.0,0.0758,0.0,0.3792
22.168,100.65629665482118,20.09720476553788,-0.01242738040294049,-1.1648652207576059e-07,6.283179755349227,-5.744075168081521e-09,7.2844252358860425e-06,-3.668390683918461e-07,0.0,0.0758,0.0,0.3792
22.172,100.65647838654606,20.09720538568069,-0.01242733857672146,-1.1649126236597752e-07,6.2831797538817495,-5.744133694453204e-09,7.303812621403248e-06,-3.668454523710676e-07,0.0,0.0758,0.0,0.3792
22.176000000000002,100.65666012054187,20.09720600318236,-0.01242729667295261,-1.1649600263486917e-07,6.283179752414247,-5.744191701085471e-09,7.323088613829085e-06,-3.668518506860673e-07,0.0,0.0758,0.0,0.3792
22.18,100.65684185907956,20.097206618045846,-0.012427254692079392,-1.1650074287895805e-07,6.283179750946719,-5.7442526578725065e-09,7.342253333331342e-06,-3.6685825432125536e-07,0.0,0.0758,0.0,0.3792
22.184,100.6570235998882,20.09720723027412,-0.012427212634546716,-1.1650548310940847e-07,6.283179749479165,-5.74431359115946e-09,7.361306901119402e-06,-3.6686467055901685e-07,0.0,0.0758,0.0,0.3792
22.188,100.65720534410323,20.09720783987016,-0.012427170500799532,-1.165102233274487e-07,6.283179748011585,-5.7443725511984595e-09,7.380249436987768e-06,-3.668711045233186e-07,0.0,0.0758,0.0,0.3792
22.192,100.65738709399562,20.097208446836945,-0.012427128291281975,-1.1651496352344344e-07,6.283179746543979,-5.744435201292448e-09,7.399081063735289e-06,-3.6687754169820713e-07,0.0,0.0758,0.0,0.3792
22.196,100.657568843888,20.09720905117749,-0.012427086006437384,-1.1651970371186333e-07,6.283179745076348,-5.74449715558614e-09,7.417801904233067e-06,-3.668839929414682e-07,0.0,0.0758,0.0,0.3792
22.2,100.65775059832225,20.097209652894804,-0.012427043646709119,-1.1652444388934609e-07,6.283179743608692,-5.744558564227983e-09,7.436412078582664e-06,-3.668904579830323e-07,0.0,0.0758,0.0,0.3792
22.204,100.65793235729838,20.097210251991896,-0.012427001212539745,-1.165291840529679e-07,6.283179742141008,-5.744623584320158e-09,7.45491171219593e-06,-3.668969260061461e-07,0.0,0.0758,0.0,0.3792
22.208000000000002,100.6581141196809,20.097210848471818,-0.01242695870437133,-1.1653392421807221e-07,6.283179740673299,-5.7446864971298856e-09,7.473300928118569e-06,-3.669034113810813e-07,0.0,0.0758,0.0,0.3792
22.212,100.65829588433438,20.097211442337603,-0.012426916122645905,-1.1653866437427591e-07,6.283179739205565,-5.744746290052994e-09,7.491579848944723e-06,-3.6690991714171836e-07,0.0,0.0758,0.0,0.3792
22.216,100.65847765352972,20.097212033592303,-0.01242687346780419,-1.1654340450927793e-07,6.283179737737804,-5.744806126411952e-09,7.509748599538352e-06,-3.6691643553988445e-07,0.0,0.0758,0.0,0.3792
