t_s,h_m,V_mps,theta_rad,phi_rad,psi_rad,p_radps,q_radps,r_radps,ail_norm,ele_norm,rud_norm,thr_norm
0.504,100.0316780670912,19.921561688321994,-0.012580144231065961,3.867315880996908e-09,6.283185088861019,1.1420816833592785e-08,-0.0064177919534693425,-3.9996945047384687e-07,0.0,0.0758,0.0,0.3792
0.508,100.03183255552166,19.921963026214552,-0.012605802823194439,3.933148714226804e-09,6.283185087264657,8.216278624394733e-09,-0.006529584926521973,-3.9265160142311545e-07,0.0,0.0758,0.0,0.3792
0.512,100.03198480253738,19.922364474735883,-0.012631908582806767,3.985835502552578e-09,6.283185085697632,4.937535171060893e-09,-0.006643082553327092,-3.845408625359588e-07,0.0,0.0758,0.0,0.3792
0.516,100.03213482176402,19.92276606344383,-0.01265846833698389,4.025038398761891e-09,6.283185084163114,1.6235548444120274e-09,-0.006756281285402803,-3.757243833191583e-07,0.0,0.0758,0.0,0.3792
0.52,100.03228262114985,19.923167794761632,-0.012685480881365362,4.05057974977558e-09,6.283185082663929,-1.6884842668057074e-09,-0.006867358302123177,-3.662918102596172e-07,0.0,0.0758,0.0,0.3792
0.524,100.03242820977862,19.923569699136266,-0.012712937738192707,4.062434685658193e-09,6.283185081202538,-4.963672226214011e-09,-0.006974681403524234,-3.563342106479223e-07,0.0,0.0758,0.0,0.3792
0.528,100.03257159105671,19.923971777424068,-0.01274082388237404,4.060722550578973e-09,6.283185079781041,-8.169411436475529e-09,-0.007076815385583685,-3.4594297119852575e-07,0.0,0.0758,0.0,0.3792
0.532,100.03271277066149,19.924374055943776,-0.012769118564627369,4.045697275279279e-09,6.2831850784011705,-1.1275819891242832e-08,-0.007172525010635039,-3.35208816555627e-07,0.0,0.0758,0.0,0.3792
0.536,100.0328517542703,19.9247765450699,-0.01279779608512631,4.017736892062743e-09,6.283185077064294,-1.425573564498516e-08,-0.007260774939412491,-3.242208819707108e-07,0.0,0.0758,0.0,0.3792
0.54,100.03298853734125,19.925179257920014,-0.01282682660508544,3.977332390128232e-09,6.283185075771423,-1.708492266453245e-08,-0.0073407267854660885,-3.1306582670407394e-07,0.0,0.0758,0.0,0.3792
