t_s,h_m,V_mps,theta_rad,phi_rad,psi_rad,p_radps,q_radps,r_radps,ail_norm,ele_norm,rud_norm,thr_norm
2.3040000000000003,99.01860809326172,20.252748489379883,0.005191823001950979,2.2446150493848904e-10,5.132558822396049e-10,7.964456871789594e-10,0.00653447350487113,-1.328002374734183e-09,0.0,0.07580000162124634,0.0,0.3792000114917755
2.308,99.0201187133789,20.251516342163086,0.005217183846980333,2.2746773908899343e-10,5.085646903602026e-10,7.188776240951711e-10,0.006146049126982689,-1.0204528333446206e-09,0.0,0.07580000162124634,0.0,0.3792000114917755
2.312,99.02163696289062,20.250288009643555,0.0052411723881959915,2.3016985539747736e-10,5.051057350158317e-10,6.41203257156775e-10,0.00584780890494585,-7.117772482523321e-10,0.0,0.07580000162124634,0.0,0.3792000114917755
2.316,99.02316284179688,20.24905776977539,0.005264138802886009,2.3256926939829725e-10,5.028759630931745e-10,5.643607803307304e-10,0.005635473411530256,-4.057169045168507e-10,0.0,0.07580000162124634,0.0,0.3792000114917755
2.32,99.02469635009766,20.24782943725586,0.005286416504532099,2.346710048506395e-10,5.018581106241982e-10,4.892239946485688e-10,0.0055038235150277615,-1.057649801072813e-10,0.0,0.07580000162124634,0.0,0.3792000114917755
2.324,99.02622985839844,20.246601104736328,0.005308318417519331,2.3648352720506693e-10,5.020214244311205e-10,4.165957856461233e-10,0.00544691551476717,1.8486023822816833e-10,0.0,0.07580000162124634,0.0,0.3792000114917755
2.328,99.02777099609375,20.245372772216797,0.0053301285952329636,2.380180497141282e-10,5.033228833717374e-10,3.4720296082646485e-10,0.005458202213048935,4.6323592184371876e-10,0.0,0.07580000162124634,0.0,0.3792000114917755
2.332,99.0293197631836,20.244144439697266,0.005352106876671314,2.3928858894350924e-10,5.05708086517842e-10,2.816917810122277e-10,0.0055307671427726746,7.267536572541644e-10,0.0,0.07580000162124634,0.0,0.3792000114917755
2.336,99.03087615966797,20.242918014526367,0.005374483298510313,2.4031149292724763e-10,5.091132515566699e-10,2.2062568438840913e-10,0.005657381843775511,9.731293548753683e-10,0.0,0.07580000162124634,0.0,0.3792000114917755
2.34,99.03244018554688,20.2416934967041,0.005397459026426077,2.411051358564009e-10,5.13465936435864e-10,1.644829966673811e-10,0.005830702837556601,1.2004131022536058e-09,0.0,0.07580000162124634,0.0,0.3792000114917755
